Result Time,Granularity Period,Object Name,Reliability,"Average CQI","DL 16 QAM","DL 64QAM (%)","DL PRB Usage Rate (%)","DL QPSK (%)","L.ChMeas.MIMO.PRB.CL.Rank1","L.ChMeas.MIMO.PRB.CL.Rank2","L.ChMeas.MIMO.PRB.OL.Rank1","L.ChMeas.MIMO.PRB.OL.Rank2","L.E-RAB.AttEst","L.E-RAB.SuccEst","L.HHO.IntereNB.IntraFreq.ExecAttOut","L.HHO.IntereNB.IntraFreq.ExecSuccOut","L.HHO.IntraeNB.IntraFreq.ExecAttOut","L.HHO.IntraeNB.IntraFreq.ExecSuccOut","L.Traffic.DL.SCH.16QAM.TB","L.Traffic.DL.SCH.16QAM.TB.Retrans","L.Traffic.DL.SCH.64QAM.TB","L.Traffic.DL.SCH.64QAM.TB.Retrans","L.Traffic.DL.SCH.QPSK.TB","L.Traffic.DL.SCH.QPSK.TB.Retrans","L.Traffic.UL.SCH.16QAM.TB","L.Traffic.UL.SCH.16QAM.TB.Retrans","L.Traffic.UL.SCH.64QAM.TB","L.Traffic.UL.SCH.64QAM.TB.Retrans","L.Traffic.UL.SCH.QPSK.TB","L.Traffic.UL.SCH.QPSK.TB.Retrans","Rach Success","Rach Success Rate (%)","RACH Request","UL PRB Usage Rate (%)"
,Minutes,,,%,%,%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,times,%,times,None
2021-11-16 15:00,60,"MIRP3001-Dudial Urban-UFN-UDG-PDC-FCB-Slv-8965/Cell:eNodeB Function Name=MIRP3001-Dudial Urban-UFN-UDG-PDC-FCB-Slv-8965, Local Cell ID=0, Cell Name=MIRP3001-0, eNodeB ID=43001, Cell FDD TDD indication=CELL_FDD",Reliable,9.768,36.02,27.675,97.466,36.305,113809322,56709104,553148,0,2257,2257,143,142,149,149,2821990,362445,2178508,268131,2790996,418665,5259810,181299,0,0,9030779,796052,2629,100,2629,66.062
2021-11-16 15:00,60,"MIRP3001-Dudial Urban-UFN-UDG-PDC-FCB-Slv-8965/Cell:eNodeB Function Name=MIRP3001-Dudial Urban-UFN-UDG-PDC-FCB-Slv-8965, Local Cell ID=1, Cell Name=MIRP3001-1, eNodeB ID=43001, Cell FDD TDD indication=CELL_FDD",Reliable,9.725,31.363,45.736,18.582,22.901,26830422,2117018,263086,0,474,474,92,92,41,40,340550,46711,488991,75746,260131,22641,1480937,36360,0,0,5401312,313992,897,100,897,40.952
2021-11-16 15:00,60,"MIRP3001-Dudial Urban-UFN-UDG-PDC-FCB-Slv-8965/Cell:eNodeB Function Name=MIRP3001-Dudial Urban-UFN-UDG-PDC-FCB-Slv-8965, Local Cell ID=2, Cell Name=MIRP3001-2, eNodeB ID=43001, Cell FDD TDD indication=CELL_FDD",Reliable,9.591,29.339,18.283,57.176,52.378,80115604,17435692,1015063,0,1018,1018,203,203,105,105,929387,122844,588585,67117,1672877,205622,2967920,86861,0,0,7003564,366608,1797,100,1797,48.062
2021-11-16 15:00,60,"MIRP3001-Dudial Urban-UFN-UDG-PDC-FCB-Slv-8965/Cell:eNodeB Function Name=MIRP3001-Dudial Urban-UFN-UDG-PDC-FCB-Slv-8965, Local Cell ID=4, Cell Name=MIRP3001-4, eNodeB ID=43001, Cell FDD TDD indication=CELL_FDD",Reliable,9.674,41.089,30.782,99.99,28.128,102501344,72564218,482170,0,5237,5228,558,557,60,59,4125427,491174,3030392,428145,2807781,352558,2814450,205422,0,0,7498689,1694842,6846,100,6846,52.436
2021-11-16 15:00,60,"MIRP3002-Chaksawari-UFN-UDG-PDC-FCB-UCP-Plt-8971/Cell:eNodeB Function Name=MIRP3002-Chaksawari-UFN-UDG-PDC-FCB-UCP-Plt-8971, Local Cell ID=0, Cell Name=MIRP3002-0, eNodeB ID=43002, Cell FDD TDD indication=CELL_FDD",Reliable,10.366,35.417,37.388,98.018,27.195,120023849,51146095,832181,0,3575,3571,505,467,71,71,3280004,400612,3509668,375705,2403046,423133,2376481,153034,0,0,6640531,2740390,12719,98.277,12942,51.54
2021-11-16 15:00,60,"MIRP3002-Chaksawari-UFN-UDG-PDC-FCB-UCP-Plt-8971/Cell:eNodeB Function Name=MIRP3002-Chaksawari-UFN-UDG-PDC-FCB-UCP-Plt-8971, Local Cell ID=1, Cell Name=MIRP3002-1, eNodeB ID=43002, Cell FDD TDD indication=CELL_FDD",Reliable,9.001,38.009,27.703,46.82,34.288,48036903,30688245,1181331,0,574,573,58,44,468,468,1202016,145110,891433,90410,1107918,107302,3962845,101224,0,0,7396548,389871,1266,100,1266,44.888
2021-11-16 15:00,60,"MIRP3002-Chaksawari-UFN-UDG-PDC-FCB-UCP-Plt-8971/Cell:eNodeB Function Name=MIRP3002-Chaksawari-UFN-UDG-PDC-FCB-UCP-Plt-8971, Local Cell ID=2, Cell Name=MIRP3002-2, eNodeB ID=43002, Cell FDD TDD indication=CELL_FDD",Reliable,10.182,25.399,46.585,99.278,28.017,117352181,56578621,344696,0,3030,3017,409,381,24,24,2732437,333019,5182314,440180,2890000,491476,2551048,179522,0,0,11380815,3831119,6538,99.985,6539,64.946
2021-11-16 15:00,60,"MIRP3002-Chaksawari-UFN-UDG-PDC-FCB-UCP-Plt-8971/Cell:eNodeB Function Name=MIRP3002-Chaksawari-UFN-UDG-PDC-FCB-UCP-Plt-8971, Local Cell ID=4, Cell Name=MIRP3002-4, eNodeB ID=43002, Cell FDD TDD indication=CELL_FDD",Reliable,8.959,36.553,31.082,86.844,32.365,88779184,60722641,2402549,0,2049,2049,44,30,526,526,2738866,319455,2342268,258291,2481854,226100,6036352,196912,0,0,7723642,672246,2853,100,2853,69.732
2021-11-16 15:00,60,"MIRP3002-Chaksawari-UFN-UDG-PDC-FCB-UCP-Plt-8971/Cell:eNodeB Function Name=MIRP3002-Chaksawari-UFN-UDG-PDC-FCB-UCP-Plt-8971, Local Cell ID=5, Cell Name=MIRP3002-5, eNodeB ID=43002, Cell FDD TDD indication=CELL_FDD",Reliable,9.174,46.461,28.204,91.896,25.335,145573441,14308437,1111894,0,1512,1511,425,391,43,43,2623911,294253,1591738,179723,1409352,181910,2898743,102425,0,0,12916235,2131251,3645,100,3645,62.108
2021-11-16 15:00,60,"MIRP3003-Jamia Masjid Mirpur-UFN-UDG-PDC-FCB-UCP-Plt-2765/Cell:eNodeB Function Name=MIRP3003-Jamia Masjid Mirpur-UFN-UDG-PDC-FCB-UCP-Plt-2765, Local Cell ID=0, Cell Name=MIRP3003-0, eNodeB ID=43003, Cell FDD TDD indication=CELL_FDD",Reliable,9.806,32.416,42.358,63.566,25.226,70453564,38933165,944622,0,1221,1220,128,127,47,47,1445569,181485,1933312,192767,1153577,112578,2197265,79662,0,0,3375050,219388,1557,100,1557,35.202
2021-11-16 15:00,60,"MIRP3003-Jamia Masjid Mirpur-UFN-UDG-PDC-FCB-UCP-Plt-2765/Cell:eNodeB Function Name=MIRP3003-Jamia Masjid Mirpur-UFN-UDG-PDC-FCB-UCP-Plt-2765, Local Cell ID=1, Cell Name=MIRP3003-1, eNodeB ID=43003, Cell FDD TDD indication=CELL_FDD",Reliable,10.173,37.859,48.489,69.916,13.652,68311899,50582333,2794946,0,2719,2718,376,376,38,38,2362905,265978,3022284,344733,868144,79826,3249477,172652,0,0,4995836,284750,3253,100,3253,50.926
2021-11-16 15:00,60,"MIRP3003-Jamia Masjid Mirpur-UFN-UDG-PDC-FCB-UCP-Plt-2765/Cell:eNodeB Function Name=MIRP3003-Jamia Masjid Mirpur-UFN-UDG-PDC-FCB-UCP-Plt-2765, Local Cell ID=2, Cell Name=MIRP3003-2, eNodeB ID=43003, Cell FDD TDD indication=CELL_FDD",Reliable,9.906,36.74,45.886,91.286,17.374,83006529,76180712,951492,0,2404,2401,379,378,71,71,3851714,467878,4799587,595247,1800783,241903,2382774,202713,0,0,5418354,709798,4175,99.976,4176,56.042
2021-11-16 15:00,60,"MIRP3004-Thothal-UFN-UDG-PDC-FCB-UCP-Plt-8991/Cell:eNodeB Function Name=MIRP3004-Thothal-UFN-UDG-PDC-FCB-UCP-Plt-8991, Local Cell ID=0, Cell Name=MIRP3004-0, eNodeB ID=43004, Cell FDD TDD indication=CELL_FDD",Reliable,8.531,38.218,32.684,98.708,29.098,121134289,52022111,254320,0,1860,1860,149,148,110,110,2992533,341881,2557928,293629,2262646,276050,9876981,313446,0,0,6066487,1091643,2378,100,2378,51.998
