,Minutes,,,%,%,%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,times,%,times,None,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 15:00,60,"MIRP4024-Sukasan-UFN-UDG-PDC-FCB-UCP-Plt-8977/Cell:eNodeB Function Name=MIRP4024-Sukasan-UFN-UDG-PDC-FCB-UCP-Plt-8977, Local Cell ID=0, Cell Name=MIRP4024-0, eNodeB ID=44024, Cell FDD TDD indication=CELL_FDD",Reliable,9.264,46.302,24.644,74.222,29.054,84248014,34455074,10375850,0,412,410,19,18,1615,1615,2095541,267293,1107812,149796,1349029,133593,2946200,48365,0,0,5751802,964676,2171,100,2171,40.406,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4024-Sukasan-UFN-UDG-PDC-FCB-UCP-Plt-8977/Cell:eNodeB Function Name=MIRP4024-Sukasan-UFN-UDG-PDC-FCB-UCP-Plt-8977, Local Cell ID=1, Cell Name=MIRP4024-1, eNodeB ID=44024, Cell FDD TDD indication=CELL_FDD",Reliable,9.51,35.546,39.534,65.014,24.92,72000337,33383031,7037513,0,1419,1414,10,10,1629,1629,1558883,184139,1737028,201554,1118186,103789,2808642,54892,0,0,6930626,736259,3101,100,3101,46.306,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4024-Sukasan-UFN-UDG-PDC-FCB-UCP-Plt-8977/Cell:eNodeB Function Name=MIRP4024-Sukasan-UFN-UDG-PDC-FCB-UCP-Plt-8977, Local Cell ID=2, Cell Name=MIRP4024-2, eNodeB ID=44024, Cell FDD TDD indication=CELL_FDD",Reliable,8.42,27.895,33.578,74.934,38.526,81679914,47974849,593449,0,1548,1547,88,84,58,58,1491539,172050,1792753,209753,2038827,258753,1111562,24990,0,0,8591554,876639,8743,99.989,8744,50.78,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4024-Sukasan-UFN-UDG-PDC-FCB-UCP-Plt-8977/Cell:eNodeB Function Name=MIRP4024-Sukasan-UFN-UDG-PDC-FCB-UCP-Plt-8977, Local Cell ID=6, Cell Name=MIRP4024-6, eNodeB ID=44024, Cell FDD TDD indication=CELL_FDD",Reliable,10.665,42.068,41.053,96.5,16.879,107079347,62132200,224090,0,2058,2057,115,115,58,58,3182258,320857,3104071,314541,1277634,127974,3531191,81065,0,0,10089678,783368,2890,100,2890,61.912,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4025-Sector F_1 Alam Plaza-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4025-Sector F_1 Alam Plaza-PVT-PDG-PDC-FCB-Slv, Local Cell ID=0, Cell Name=MIRP4025-0, eNodeB ID=44025, Cell FDD TDD indication=CELL_FDD",Reliable,9.027,29.093,43.023,81.294,27.884,101530387,39259608,1276483,0,981,980,338,335,57,57,1964406,299955,3056705,291874,1902518,267765,10201577,316057,0,0,7722938,1138659,2862,100,2862,53.14,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4025-Sector F_1 Alam Plaza-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4025-Sector F_1 Alam Plaza-PVT-PDG-PDC-FCB-Slv, Local Cell ID=1, Cell Name=MIRP4025-1, eNodeB ID=44025, Cell FDD TDD indication=CELL_FDD",Reliable,10.489,31.448,53.593,95.454,14.959,70863660,95985446,754585,0,3898,3897,504,501,63,63,3898423,516695,6777424,746804,1838259,261888,2269057,248478,0,0,7856067,1690886,5215,100,5215,59.012,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4025-Sector F_1 Alam Plaza-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4025-Sector F_1 Alam Plaza-PVT-PDG-PDC-FCB-Slv, Local Cell ID=5, Cell Name=MIRP4025-5, eNodeB ID=44025, Cell FDD TDD indication=CELL_FDD",Reliable,9.189,40.219,35.143,76.018,24.639,103064147,28889032,614381,0,1538,1538,371,367,18,18,2236496,241128,1962170,202754,1313816,204033,9766447,251586,0,0,8028226,1422204,3042,99.967,3043,49.788,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4026-MUST-PVT-PDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4026-MUST-PVT-PDG-PDC-FCB-Gld, Local Cell ID=0, Cell Name=MIRP4026-0, eNodeB ID=44026, Cell FDD TDD indication=CELL_FDD",Reliable,9.502,33.338,32.723,48.818,33.938,58311688,24758786,578596,0,1082,1081,241,240,124,124,1101203,141060,1076698,142646,1110929,153682,3816770,124984,0,0,6093690,320204,1925,100,1925,41.746,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4026-MUST-PVT-PDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4026-MUST-PVT-PDG-PDC-FCB-Gld, Local Cell ID=1, Cell Name=MIRP4026-1, eNodeB ID=44026, Cell FDD TDD indication=CELL_FDD",Reliable,10.23,33.958,46.329,99.85,19.713,74722563,98790924,1944098,0,5530,5527,1647,1645,266,266,4687932,616305,6402785,833832,2663062,416108,4034614,366806,0,0,12032168,2741613,8183,99.963,8186,71.186,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4026-MUST-PVT-PDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4026-MUST-PVT-PDG-PDC-FCB-Gld, Local Cell ID=2, Cell Name=MIRP4026-2, eNodeB ID=44026, Cell FDD TDD indication=CELL_FDD",Reliable,9.97,40.932,37.746,93.996,21.322,123244087,40772134,964013,0,2615,2608,392,391,232,231,3108816,431613,2914408,350467,1559816,284439,2102374,100226,0,0,4735511,607301,5841,100,5841,41.788,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4027-Khadimabad-UFN-UDG-PDC-FCB-UCP-Gld-8999/Cell:eNodeB Function Name=MIRP4027-Khadimabad-UFN-UDG-PDC-FCB-UCP-Gld-8999, Local Cell ID=0, Cell Name=MIRP4027-0, eNodeB ID=44027, Cell FDD TDD indication=CELL_FDD",Reliable,8.351,56.146,25.475,94.274,18.38,100774686,63916199,638828,0,3740,3737,158,157,145,145,5305362,615974,2326067,360571,1746466,191934,1820191,162005,0,0,6668898,864278,4129,99.976,4130,64.31,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4027-Khadimabad-UFN-UDG-PDC-FCB-UCP-Gld-8999/Cell:eNodeB Function Name=MIRP4027-Khadimabad-UFN-UDG-PDC-FCB-UCP-Gld-8999, Local Cell ID=1, Cell Name=MIRP4027-1, eNodeB ID=44027, Cell FDD TDD indication=CELL_FDD",Reliable,10.143,43.117,43.705,88.772,13.178,120709864,34084243,536658,0,2234,2233,398,391,41,41,2813956,356153,2866420,346880,811886,156969,6312103,220235,0,0,6832739,590538,3775,100,3775,65.656,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4027-Khadimabad-UFN-UDG-PDC-FCB-UCP-Gld-8999/Cell:eNodeB Function Name=MIRP4027-Khadimabad-UFN-UDG-PDC-FCB-UCP-Gld-8999, Local Cell ID=2, Cell Name=MIRP4027-2, eNodeB ID=44027, Cell FDD TDD indication=CELL_FDD",Reliable,8.666,42.357,23.705,80.68,33.938,93845518,46340141,599633,0,3125,3124,155,155,180,180,2943018,382874,1649198,212124,2354615,310159,3402823,203440,0,0,10059654,859225,3490,100,3490,65.042,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4027-Khadimabad-UFN-UDG-PDC-FCB-UCP-Gld-8999/Cell:eNodeB Function Name=MIRP4027-Khadimabad-UFN-UDG-PDC-FCB-UCP-Gld-8999, Local Cell ID=4, Cell Name=MIRP4027-4, eNodeB ID=44027, Cell FDD TDD indication=CELL_FDD",Reliable,9.786,45.669,38.238,99.476,16.093,111252059,63137650,243766,0,5672,5668,171,170,10,10,4831976,552759,4039373,469252,1719802,177746,4628308,327471,0,0,8761213,1228889,8723,100,8723,71.002,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4028-Mirpur Bus Stand-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4028-Mirpur Bus Stand-PVT-PDG-PDC-FCB-Slv, Local Cell ID=0, Cell Name=MIRP4028-0, eNodeB ID=44028, Cell FDD TDD indication=CELL_FDD",Reliable,9.56,43.107,35.196,71.75,21.697,103396994,20487113,1014608,0,792,790,332,331,93,93,2120223,308179,1758590,224145,1087144,135167,3749430,121097,0,0,7434480,462172,1545,100,1545,50.638,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4028-Mirpur Bus Stand-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4028-Mirpur Bus Stand-PVT-PDG-PDC-FCB-Slv, Local Cell ID=1, Cell Name=MIRP4028-1, eNodeB ID=44028, Cell FDD TDD indication=CELL_FDD",Reliable,9.683,42.164,15.678,43.584,42.158,65855247,5634201,2738398,0,580,580,138,138,125,125,860735,245405,352211,59101,887722,218264,4498346,96563,0,0,5340207,272656,921,100,921,39.122,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4028-Mirpur Bus Stand-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4028-Mirpur Bus Stand-PVT-PDG-PDC-FCB-Slv, Local Cell ID=2, Cell Name=MIRP4028-2, eNodeB ID=44028, Cell FDD TDD indication=CELL_FDD",Reliable,9.351,36.227,38.539,78.48,25.234,98608746,37477159,933767,0,943,941,426,425,142,142,1777579,203965,1888915,219058,1211556,168690,6986079,174004,0,0,5647723,308893,1583,100,1583,41.594,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4029-Choongi-UFN-UDG-PDC-FCB-UCP-Gld-8973/Cell:eNodeB Function Name=MIRP4029-Choongi-UFN-UDG-PDC-FCB-UCP-Gld-8973, Local Cell ID=0, Cell Name=MIRP4029-0, eNodeB ID=44029, Cell FDD TDD indication=CELL_FDD",Reliable,9.127,47.591,28.59,98.138,23.819,118052551,53414732,921293,0,2310,2304,273,273,293,293,4451078,576486,2665403,354837,2193027,323191,5841446,458648,0,0,10076035,920223,3188,99.937,3190,86.462,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4029-Choongi-UFN-UDG-PDC-FCB-UCP-Gld-8973/Cell:eNodeB Function Name=MIRP4029-Choongi-UFN-UDG-PDC-FCB-UCP-Gld-8973, Local Cell ID=1, Cell Name=MIRP4029-1, eNodeB ID=44029, Cell FDD TDD indication=CELL_FDD",Reliable,9.651,48.634,26.471,99.772,24.895,130911557,43988637,438004,0,2072,2071,238,234,259,259,4425652,624519,2399111,349695,2267638,317490,3444594,305244,0,0,10586387,1368540,3183,99.718,3192,71.618,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4029-Choongi-UFN-UDG-PDC-FCB-UCP-Gld-8973/Cell:eNodeB Function Name=MIRP4029-Choongi-UFN-UDG-PDC-FCB-UCP-Gld-8973, Local Cell ID=2, Cell Name=MIRP4029-2, eNodeB ID=44029, Cell FDD TDD indication=CELL_FDD",Reliable,9.598,37.277,43.625,78.666,19.098,90364559,45643820,1340967,0,1742,1742,255,255,266,266,2037946,228169,2414487,237545,1035221,125795,5024549,222443,0,0,6755091,391034,2570,100,2570,59.302,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4029-Choongi-UFN-UDG-PDC-FCB-UCP-Gld-8973/Cell:eNodeB Function Name=MIRP4029-Choongi-UFN-UDG-PDC-FCB-UCP-Gld-8973, Local Cell ID=5, Cell Name=MIRP4029-5, eNodeB ID=44029, Cell FDD TDD indication=CELL_FDD",Reliable,9.464,39.655,32.367,99.578,27.978,135643246,38266629,1069325,0,1456,1456,320,313,208,208,2897621,351838,2351045,301161,2052337,240220,6357125,236720,0,0,7557280,521071,2128,100,2128,61.82,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4030-Ban Khurman-UFN-NDG-PDC-FCB-UCP-Gld-8993/Cell:eNodeB Function Name=MIRP4030-Ban Khurman-UFN-NDG-PDC-FCB-UCP-Gld-8993, Local Cell ID=0, Cell Name=MIRP4030-0, eNodeB ID=44030, Cell FDD TDD indication=CELL_FDD",Unreliable,9.963,38.116,25.492,97.76,36.392,144455689,25992974,1233297,0,2222,2219,388,387,59,59,2628651,322696,1789853,184001,2468520,349392,3873833,129527,0,0,10502017,1085993,7095,100,7095,55.648,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4030-Ban Khurman-UFN-NDG-PDC-FCB-UCP-Gld-8993/Cell:eNodeB Function Name=MIRP4030-Ban Khurman-UFN-NDG-PDC-FCB-UCP-Gld-8993, Local Cell ID=1, Cell Name=MIRP4030-1, eNodeB ID=44030, Cell FDD TDD indication=CELL_FDD",Unreliable,9.341,37.544,38.645,98.416,23.81,135615484,34289509,2977734,0,2287,2286,927,927,240,240,2685541,313707,2782503,304697,1683590,218505,3627349,256039,0,0,8952064,643245,4641,99.978,4642,71.2,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4030-Ban Khurman-UFN-NDG-PDC-FCB-UCP-Gld-8993/Cell:eNodeB Function Name=MIRP4030-Ban Khurman-UFN-NDG-PDC-FCB-UCP-Gld-8993, Local Cell ID=2, Cell Name=MIRP4030-2, eNodeB ID=44030, Cell FDD TDD indication=CELL_FDD",Unreliable,9.148,50.825,29.052,93.518,20.122,128138646,33568279,2350336,0,1531,1530,184,179,360,360,3342327,407892,1919724,223953,1342378,142393,3610962,124154,0,0,9172653,694971,5187,99.961,5189,57.71,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4030-Ban Khurman-UFN-NDG-PDC-FCB-UCP-Gld-8993/Cell:eNodeB Function Name=MIRP4030-Ban Khurman-UFN-NDG-PDC-FCB-UCP-Gld-8993, Local Cell ID=6, Cell Name=MIRP4030-6, eNodeB ID=44030, Cell FDD TDD indication=CELL_FDD",Unreliable,8.612,44.671,28.508,94.634,26.821,151602177,12951887,1517208,0,3358,3251,797,795,164,164,3008089,346420,1921856,218878,1770354,243746,2468022,154199,0,0,7573273,1310571,5884,100,5884,52.668,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4031-Behari Bazar-UFN-UDG-PDC-FCB-UCP-Slv-8740/Cell:eNodeB Function Name=MIRP4031-Behari Bazar-UFN-UDG-PDC-FCB-UCP-Slv-8740, Local Cell ID=0, Cell Name=MIRP4031-0, eNodeB ID=44031, Cell FDD TDD indication=CELL_FDD",Reliable,10.306,26.364,50.226,94.898,23.41,132858679,32154556,1382289,0,2346,2344,530,523,10,10,2634506,361089,5068747,638155,2245508,414469,6822911,375672,0,0,14962783,3008333,3892,100,3892,87.056,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4031-Behari Bazar-UFN-UDG-PDC-FCB-UCP-Slv-8740/Cell:eNodeB Function Name=MIRP4031-Behari Bazar-UFN-UDG-PDC-FCB-UCP-Slv-8740, Local Cell ID=1, Cell Name=MIRP4031-1, eNodeB ID=44031, Cell FDD TDD indication=CELL_FDD",Reliable,7.785,51.475,9.806,65.62,38.719,91490683,22034378,174630,0,2370,2369,99,88,13,13,2291242,302778,430123,64052,1733219,217963,1729271,67924,0,0,10907355,851098,3146,100,3146,59.906,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4031-Behari Bazar-UFN-UDG-PDC-FCB-UCP-Slv-8740/Cell:eNodeB Function Name=MIRP4031-Behari Bazar-UFN-UDG-PDC-FCB-UCP-Slv-8740, Local Cell ID=2, Cell Name=MIRP4031-2, eNodeB ID=44031, Cell FDD TDD indication=CELL_FDD",Reliable,10.026,35.602,40.827,86.03,23.571,115817335,34024951,599718,0,2778,2777,181,177,28,27,2242263,256859,2545722,320163,1480602,173969,4302763,158186,0,0,8519626,793227,3164,100,3164,61.8,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4031-Behari Bazar-UFN-UDG-PDC-FCB-UCP-Slv-8740/Cell:eNodeB Function Name=MIRP4031-Behari Bazar-UFN-UDG-PDC-FCB-UCP-Slv-8740, Local Cell ID=5, Cell Name=MIRP4031-5, eNodeB ID=44031, Cell FDD TDD indication=CELL_FDD",Reliable,9.01,31.934,14.284,90.926,53.782,145057301,13385057,815855,0,601,600,128,128,35,35,1607549,172145,720686,75357,2702221,295056,4219012,83732,0,0,6804165,340755,1332,100,1332,48.414,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4032-Dhok Bagh Ali-UFN-UDG-PDC-FCB-UCP-Gld-8998/Cell:eNodeB Function Name=MIRP4032-Dhok Bagh Ali-UFN-UDG-PDC-FCB-UCP-Gld-8998, Local Cell ID=0, Cell Name=MIRP4032-0, eNodeB ID=44032, Cell FDD TDD indication=CELL_FDD",Reliable,10.523,34.308,43.665,99.644,22.027,90467583,84003784,507613,0,2949,2949,116,115,61,61,3441402,475685,4302260,683197,2145081,369775,2030416,130605,0,0,5295373,567345,3590,100,3590,51.698,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4032-Dhok Bagh Ali-UFN-UDG-PDC-FCB-UCP-Gld-8998/Cell:eNodeB Function Name=MIRP4032-Dhok Bagh Ali-UFN-UDG-PDC-FCB-UCP-Gld-8998, Local Cell ID=1, Cell Name=MIRP4032-1, eNodeB ID=44032, Cell FDD TDD indication=CELL_FDD",Reliable,5.575,33.058,0.361,21.036,66.581,25708460,7966128,70936,0,90,90,15,14,26,26,306960,45375,3021,826,650523,59099,247006,5382,0,0,2358455,89077,190,100,190,17.362,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4032-Dhok Bagh Ali-UFN-UDG-PDC-FCB-UCP-Gld-8998/Cell:eNodeB Function Name=MIRP4032-Dhok Bagh Ali-UFN-UDG-PDC-FCB-UCP-Gld-8998, Local Cell ID=2, Cell Name=MIRP4032-2, eNodeB ID=44032, Cell FDD TDD indication=CELL_FDD",Reliable,9.074,42.244,38.649,55.574,19.107,70632165,24685774,283613,0,1308,1303,157,155,24,24,1711343,211572,1569436,189843,771276,98449,1961667,89894,0,0,8447114,693835,1690,100,1690,52.456,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4032-Dhok Bagh Ali-UFN-UDG-PDC-FCB-UCP-Gld-8998/Cell:eNodeB Function Name=MIRP4032-Dhok Bagh Ali-UFN-UDG-PDC-FCB-UCP-Gld-8998, Local Cell ID=5, Cell Name=MIRP4032-5, eNodeB ID=44032, Cell FDD TDD indication=CELL_FDD",Reliable,8.987,39.03,28.052,99.426,32.918,129147887,44582559,817456,0,2250,2250,371,363,63,63,2852790,358901,2052780,255519,2380728,328038,4388664,161925,0,0,7781599,744443,3608,100,3608,55.806,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4032-Dhok Bagh Ali-UFN-UDG-PDC-FCB-UCP-Gld-8998/Cell:eNodeB Function Name=MIRP4032-Dhok Bagh Ali-UFN-UDG-PDC-FCB-UCP-Gld-8998, Local Cell ID=6, Cell Name=MIRP4032-6, eNodeB ID=44032, Cell FDD TDD indication=CELL_FDD",Reliable,8.438,33.713,21.104,34.682,45.183,50794467,7043804,179984,0,758,757,95,92,0,0,708950,85773,440601,56878,960156,104949,298832,13470,0,0,9293022,522267,1158,100,1158,60.584,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4033-Chatro-UFN-UDG-PDC-FCB-UCP-Gld-8957/Cell:eNodeB Function Name=MIRP4033-Chatro-UFN-UDG-PDC-FCB-UCP-Gld-8957, Local Cell ID=0, Cell Name=MIRP4033-0, eNodeB ID=44033, Cell FDD TDD indication=CELL_FDD",Reliable,9.6,43.324,34.659,84.106,22.017,113494968,31401487,2129515,0,3884,3884,590,585,1,1,3490291,460673,2825367,335400,1747525,260282,1665926,123352,0,0,9673512,2586061,6043,100,6043,55.692,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4033-Chatro-UFN-UDG-PDC-FCB-UCP-Gld-8957/Cell:eNodeB Function Name=MIRP4033-Chatro-UFN-UDG-PDC-FCB-UCP-Gld-8957, Local Cell ID=1, Cell Name=MIRP4033-1, eNodeB ID=44033, Cell FDD TDD indication=CELL_FDD",Reliable,11.7,24.21,67.385,28.022,8.405,21279712,23200936,1584249,0,2081,2081,0,0,45,45,809289,83580,2247006,238119,290862,19096,6005217,165019,0,0,5534524,220958,2167,100,2167,52.624,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4033-Chatro-UFN-UDG-PDC-FCB-UCP-Gld-8957/Cell:eNodeB Function Name=MIRP4033-Chatro-UFN-UDG-PDC-FCB-UCP-Gld-8957, Local Cell ID=2, Cell Name=MIRP4033-2, eNodeB ID=44033, Cell FDD TDD indication=CELL_FDD",Reliable,12.381,31.07,61.619,55.982,7.311,71469302,24603561,363585,0,1654,1654,5,5,12,12,1599039,182095,3219933,312489,383775,35324,3886010,104669,0,0,8229906,481551,1675,100,1675,59.732,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4033-Chatro-UFN-UDG-PDC-FCB-UCP-Gld-8957/Cell:eNodeB Function Name=MIRP4033-Chatro-UFN-UDG-PDC-FCB-UCP-Gld-8957, Local Cell ID=4, Cell Name=MIRP4033-4, eNodeB ID=44033, Cell FDD TDD indication=CELL_FDD",Reliable,9.468,35.445,36.985,93.092,27.57,104525712,57708368,956435,0,2835,2835,327,326,51,51,3009981,661739,3384360,446929,2197654,658381,4540896,164992,0,0,7248543,837257,4138,100,4138,55.648,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4034-Phulmanda-UFN-UDG-PDC-FCB-UCP-Slv-8994/Cell:eNodeB Function Name=MIRP4034-Phulmanda-UFN-UDG-PDC-FCB-UCP-Slv-8994, Local Cell ID=0, Cell Name=MIRP4034-0, eNodeB ID=44034, Cell FDD TDD indication=CELL_FDD",Reliable,9.54,45.91,29.967,82.138,24.123,117930958,24623518,1028746,0,1799,1798,97,96,87,87,2353581,470447,1649791,193583,1283632,200239,3070735,121954,0,0,9869624,746241,2147,100,2147,60.456,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4034-Phulmanda-UFN-UDG-PDC-FCB-UCP-Slv-8994/Cell:eNodeB Function Name=MIRP4034-Phulmanda-UFN-UDG-PDC-FCB-UCP-Slv-8994, Local Cell ID=1, Cell Name=MIRP4034-1, eNodeB ID=44034, Cell FDD TDD indication=CELL_FDD",Reliable,9.929,33.934,53.753,97.246,12.312,92623092,77397266,814858,0,4641,4640,514,511,113,113,3471812,342692,5492245,550064,1248775,135231,2918558,180556,0,0,4827814,963385,5481,100,5481,50.308,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4034-Phulmanda-UFN-UDG-PDC-FCB-UCP-Slv-8994/Cell:eNodeB Function Name=MIRP4034-Phulmanda-UFN-UDG-PDC-FCB-UCP-Slv-8994, Local Cell ID=2, Cell Name=MIRP4034-2, eNodeB ID=44034, Cell FDD TDD indication=CELL_FDD",Reliable,10.823,34.461,56.891,97.36,8.648,98450625,72117997,472886,0,2091,2089,171,171,50,50,3489755,336484,5820217,496329,839937,120226,3540943,196283,0,0,4552607,517730,2425,100,2425,51.908,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4034-Phulmanda-UFN-UDG-PDC-FCB-UCP-Slv-8994/Cell:eNodeB Function Name=MIRP4034-Phulmanda-UFN-UDG-PDC-FCB-UCP-Slv-8994, Local Cell ID=4, Cell Name=MIRP4034-4, eNodeB ID=44034, Cell FDD TDD indication=CELL_FDD",Reliable,8.967,39.298,26.316,97.18,34.386,133235547,36800956,617756,0,2837,2837,428,428,105,105,2702419,287820,1794779,207642,2356476,259954,1435073,98596,0,0,7258876,785172,3740,100,3740,59.714,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4035-Dhanna-UFN-UDG-PDC-FCB-UCP-Gld-8896/Cell:eNodeB Function Name=MIRP4035-Dhanna-UFN-UDG-PDC-FCB-UCP-Gld-8896, Local Cell ID=0, Cell Name=MIRP4035-0, eNodeB ID=44035, Cell FDD TDD indication=CELL_FDD",Reliable,9.424,44.503,27.731,87.144,27.766,127897192,23170530,1410789,0,569,569,151,151,50,50,2456271,292220,1539600,173042,1535690,179081,2978379,86365,0,0,8576879,541668,845,100,845,51.002,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
