,Minutes,,,%,%,%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,times,%,times,None,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 17:00,60,"MUZP3002-Hassan Abad-PVT-PDG-PDC-Gld/Cell:eNodeB Function Name=MUZP3002-Hassan Abad-PVT-PDG-PDC-Gld, Local Cell ID=6, Cell Name=MUZP3002-6, eNodeB ID=53002, Cell FDD TDD indication=CELL_FDD",Reliable,7.901,57.029,15.101,91.262,27.87,101213380,59493310,383288,0,1066,1065,263,263,22,22,4118519,405812,1056850,141140,2012994,198077,4195278,84982,0,0,6219364,290334,1655,100,1655,47.412,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3004-Garhi Dopatta-PVT-PDG-PDC-Slv/Cell:eNodeB Function Name=MUZP3004-Garhi Dopatta-PVT-PDG-PDC-Slv, Local Cell ID=0, Cell Name=MUZP3004-0, eNodeB ID=53004, Cell FDD TDD indication=CELL_FDD",Unreliable,11.057,35.008,55.674,97.368,9.318,65265853,59434755,1089213,0,1468,1467,64,63,265,265,2385085,287130,3775495,474143,617599,93644,2518854,110759,0,0,4924394,519104,2015,100,2015,57.26,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3004-Garhi Dopatta-PVT-PDG-PDC-Slv/Cell:eNodeB Function Name=MUZP3004-Garhi Dopatta-PVT-PDG-PDC-Slv, Local Cell ID=1, Cell Name=MUZP3004-1, eNodeB ID=53004, Cell FDD TDD indication=CELL_FDD",Unreliable,8.397,38.704,20.766,62.736,40.53,48014641,28428241,3618567,0,340,340,105,105,152,152,1304374,172539,706369,86042,1394227,152346,2931121,73933,0,0,4756139,191276,621,100,621,41.864,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3004-Garhi Dopatta-PVT-PDG-PDC-Slv/Cell:eNodeB Function Name=MUZP3004-Garhi Dopatta-PVT-PDG-PDC-Slv, Local Cell ID=5, Cell Name=MUZP3004-5, eNodeB ID=53004, Cell FDD TDD indication=CELL_FDD",Reliable,9.701,27.964,40.142,70.048,31.894,102562402,16451089,3924858,0,963,962,176,173,212,212,1169858,164052,1739289,175534,1320698,200706,4164844,71850,0,0,8972558,1519075,2227,100,2227,52.096,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949/Cell:eNodeB Function Name=MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949, Local Cell ID=0, Cell Name=MUZP3007-0, eNodeB ID=53007, Cell FDD TDD indication=CELL_FDD",Reliable,8.832,43.144,21.655,88.304,35.201,111771197,42749633,1246633,0,1544,1544,290,290,42,42,2191665,222048,1092992,118486,1796423,172909,4930571,148613,0,0,7123070,430968,2397,100,2397,50.284,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949/Cell:eNodeB Function Name=MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949, Local Cell ID=1, Cell Name=MUZP3007-1, eNodeB ID=53007, Cell FDD TDD indication=CELL_FDD",Reliable,9.245,34.525,30.766,81.824,34.709,74969451,69110781,26408,0,921,921,36,35,12,12,2316327,245414,2008759,274070,2183622,391758,2262892,59277,0,0,9943561,910469,2034,100,2034,64.516,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949/Cell:eNodeB Function Name=MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949, Local Cell ID=2, Cell Name=MUZP3007-2, eNodeB ID=53007, Cell FDD TDD indication=CELL_FDD",Reliable,8.6,37.973,18.797,79.758,43.23,87422049,52259318,705419,0,1590,1588,70,70,82,82,2068247,241008,1028217,114905,2351584,277350,3442247,87920,0,0,8668287,839172,1977,100,1977,51.934,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949/Cell:eNodeB Function Name=MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949, Local Cell ID=4, Cell Name=MUZP3007-4, eNodeB ID=53007, Cell FDD TDD indication=CELL_FDD",Reliable,10.57,38.868,39.033,81.772,22.099,105766129,37649874,552064,0,1701,1700,21,17,36,35,2313046,243379,2321074,246212,1313278,140202,5019184,111367,0,0,7206840,359515,2070,100,2070,50.822,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949/Cell:eNodeB Function Name=MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949, Local Cell ID=5, Cell Name=MUZP3007-5, eNodeB ID=53007, Cell FDD TDD indication=CELL_FDD",Reliable,10.428,45.331,38.961,69.386,15.708,79358618,42268926,55605,0,1242,1241,14,14,43,43,2324277,230365,1978816,216863,814501,70708,3835046,109884,0,0,7646033,378947,1367,100,1367,44.462,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949/Cell:eNodeB Function Name=MUZP3007-Plandari-UFN-UDG-PDC-FCB-UCP-Plt-8949, Local Cell ID=6, Cell Name=MUZP3007-6, eNodeB ID=53007, Cell FDD TDD indication=CELL_FDD",Reliable,8.888,46.026,15.189,59.272,38.786,82964568,19262518,1246653,0,951,951,105,105,73,73,1658801,191374,531229,79332,1409380,149761,1203666,40759,0,0,8107099,516384,3575,100,3575,45.512,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3009-Kali Nari-UFN-UDG-PDC-FCB-UCP-Plt-8911/Cell:eNodeB Function Name=MUZP3009-Kali Nari-UFN-UDG-PDC-FCB-UCP-Plt-8911, Local Cell ID=0, Cell Name=MUZP3009-0, eNodeB ID=53009, Cell FDD TDD indication=CELL_FDD",Unreliable,9.02,40.626,23.595,97.928,35.78,116388808,56173106,529779,0,1878,1872,17,12,73,73,3549334,421361,2083200,222920,3096021,401021,2634833,107969,0,0,14446078,2435332,2184,100,2184,69.57,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3009-Kali Nari-UFN-UDG-PDC-FCB-UCP-Plt-8911/Cell:eNodeB Function Name=MUZP3009-Kali Nari-UFN-UDG-PDC-FCB-UCP-Plt-8911, Local Cell ID=1, Cell Name=MUZP3009-1, eNodeB ID=53009, Cell FDD TDD indication=CELL_FDD",Unreliable,8.755,55.867,23.163,97.744,20.97,116786889,55634550,263804,0,3133,3123,106,106,125,124,4583242,519465,1862093,253538,1677519,237803,1107809,84373,0,0,12809092,2255964,23172,99.996,23173,59.732,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP3009-Kali Nari-UFN-UDG-PDC-FCB-UCP-Plt-8911/Cell:eNodeB Function Name=MUZP3009-Kali Nari-UFN-UDG-PDC-FCB-UCP-Plt-8911, Local Cell ID=2, Cell Name=MUZP3009-2, eNodeB ID=53009, Cell FDD TDD indication=CELL_FDD",Unreliable,9.048,39.65,31.835,97.798,28.515,120737227,51800286,317241,0,1741,1739,254,254,132,132,2968202,295153,2417675,202467,2123849,223014,2893721,124798,0,0,10969196,732873,2243,100,2243,67.13,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4002-Bano Market-PVT-PDG-PDC-FCB-Plt/Cell:eNodeB Function Name=MUZP4002-Bano Market-PVT-PDG-PDC-FCB-Plt, Local Cell ID=0, Cell Name=MUZP4002-0, eNodeB ID=54002, Cell FDD TDD indication=CELL_FDD",Reliable,9.47,43.601,32.343,81.834,24.057,104539445,36147215,3435135,0,390,390,237,236,197,197,2404809,342486,1817694,220243,1312880,202936,3063976,76753,0,0,11581322,1518560,1507,100,1507,61.37,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4002-Bano Market-PVT-PDG-PDC-FCB-Plt/Cell:eNodeB Function Name=MUZP4002-Bano Market-PVT-PDG-PDC-FCB-Plt, Local Cell ID=1, Cell Name=MUZP4002-1, eNodeB ID=54002, Cell FDD TDD indication=CELL_FDD",Reliable,9.769,39.377,36.13,35.12,24.493,49138781,10246453,707105,0,128,128,99,99,58,58,763321,91359,685728,98483,484221,47396,2748769,48139,0,0,6655554,403335,572,100,572,45.19,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4002-Bano Market-PVT-PDG-PDC-FCB-Plt/Cell:eNodeB Function Name=MUZP4002-Bano Market-PVT-PDG-PDC-FCB-Plt, Local Cell ID=2, Cell Name=MUZP4002-2, eNodeB ID=54002, Cell FDD TDD indication=CELL_FDD",Reliable,8.135,42.004,27.14,84.124,30.856,99619873,45152776,3478225,0,126,126,261,260,44,44,2207138,272715,1415160,187170,1606935,214785,2956123,76290,0,0,8954574,562461,701,100,701,52.194,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4002-Bano Market-PVT-PDG-PDC-FCB-Plt/Cell:eNodeB Function Name=MUZP4002-Bano Market-PVT-PDG-PDC-FCB-Plt, Local Cell ID=6, Cell Name=MUZP4002-6, eNodeB ID=54002, Cell FDD TDD indication=CELL_FDD",Reliable,8.923,33.639,39.334,84.538,27.027,96228610,48042255,4698141,0,244,241,414,413,201,201,1883586,208116,2217452,228413,1490783,189826,3378313,85520,0,0,8481526,1151512,7609,99.101,7678,50.736,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4003-Eid Gah Road -PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MUZP4003-Eid Gah Road -PVT-NDG-PDC-FCB-Slv, Local Cell ID=0, Cell Name=MUZP4003-0, eNodeB ID=54003, Cell FDD TDD indication=CELL_FDD",Reliable,9.714,46.244,36.539,96.672,17.217,113873081,56190946,724917,0,1196,1196,81,81,86,86,3274312,435786,2592006,339457,1216531,164758,5105781,146827,0,0,6507681,313495,1574,100,1574,52.992,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4003-Eid Gah Road -PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MUZP4003-Eid Gah Road -PVT-NDG-PDC-FCB-Slv, Local Cell ID=1, Cell Name=MUZP4003-1, eNodeB ID=54003, Cell FDD TDD indication=CELL_FDD",Reliable,10.368,37.454,51.662,96.504,10.884,102333242,66347095,1802686,0,1288,1288,540,540,5,5,3081389,395635,4213603,582504,852307,158134,3352005,107014,0,0,9476644,838496,2285,100,2285,51.91,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4003-Eid Gah Road -PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MUZP4003-Eid Gah Road -PVT-NDG-PDC-FCB-Slv, Local Cell ID=4, Cell Name=MUZP4003-4, eNodeB ID=54003, Cell FDD TDD indication=CELL_FDD",Reliable,10.346,39.953,41.006,92.39,19.04,94340329,67895580,886310,0,1181,1181,142,141,51,50,3045575,420148,3194647,362428,1369130,282520,4537331,129188,0,0,7532260,437202,1845,100,1845,55.628,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4003-Eid Gah Road -PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MUZP4003-Eid Gah Road -PVT-NDG-PDC-FCB-Slv, Local Cell ID=5, Cell Name=MUZP4003-5, eNodeB ID=54003, Cell FDD TDD indication=CELL_FDD",Reliable,8.505,36.767,10.837,57.95,52.396,91194375,6679180,3265515,0,546,546,36,36,39,39,923090,105469,273614,29558,1325129,140680,2008212,39521,0,0,6951221,205617,658,100,658,40.304,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4010-Hajeera-UFN-UDG-PDC-FCB-UCP-Plt-8943/Cell:eNodeB Function Name=MUZP4010-Hajeera-UFN-UDG-PDC-FCB-UCP-Plt-8943, Local Cell ID=0, Cell Name=MUZP4010-0, eNodeB ID=54010, Cell FDD TDD indication=CELL_FDD",Reliable,9.205,37.642,15.089,75.824,47.269,106154537,26327743,818868,0,1158,1157,72,71,715,715,1772741,240195,722858,84032,2263643,264131,1415301,51921,0,0,9587207,838855,1953,100,1953,46.532,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4010-Hajeera-UFN-UDG-PDC-FCB-UCP-Plt-8943/Cell:eNodeB Function Name=MUZP4010-Hajeera-UFN-UDG-PDC-FCB-UCP-Plt-8943, Local Cell ID=1, Cell Name=MUZP4010-1, eNodeB ID=54010, Cell FDD TDD indication=CELL_FDD",Reliable,8.515,41.001,29.2,97.774,29.799,141611378,30838442,386687,0,2596,2571,145,145,210,210,2763209,305223,1943987,241321,1993087,237001,1863790,100336,0,0,7959238,1129463,3733,100,3733,49.558,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4010-Hajeera-UFN-UDG-PDC-FCB-UCP-Plt-8943/Cell:eNodeB Function Name=MUZP4010-Hajeera-UFN-UDG-PDC-FCB-UCP-Plt-8943, Local Cell ID=2, Cell Name=MUZP4010-2, eNodeB ID=54010, Cell FDD TDD indication=CELL_FDD",Reliable,9.71,42.16,43.453,97.15,14.387,99272289,71634290,818585,0,2501,2497,155,155,151,151,4198402,463320,4337008,467609,1426247,164508,2407410,170441,0,0,7380166,1005454,2948,100,2948,57.09,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4010-Hajeera-UFN-UDG-PDC-FCB-UCP-Plt-8943/Cell:eNodeB Function Name=MUZP4010-Hajeera-UFN-UDG-PDC-FCB-UCP-Plt-8943, Local Cell ID=4, Cell Name=MUZP4010-4, eNodeB ID=54010, Cell FDD TDD indication=CELL_FDD",Reliable,8.354,41.903,16.241,97.758,41.856,118198210,54167183,452651,0,2908,2906,255,249,744,744,3142465,362371,1208757,149611,3153565,347297,1864030,83641,0,0,9355411,1366546,5139,100,5139,51.214,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4011-Rawalakot-PVT-PDG-PDC-Gld/Cell:eNodeB Function Name=MUZP4011-Rawalakot-PVT-PDG-PDC-Gld, Local Cell ID=0, Cell Name=MUZP4011-0, eNodeB ID=54011, Cell FDD TDD indication=CELL_FDD",Reliable,9.424,37.417,39.511,99.506,23.073,118689290,55980042,1290691,0,2045,2045,119,117,251,251,2765673,301888,2923995,315263,1683983,207599,5100746,157486,0,0,6450754,591173,2482,100,2482,44.554,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4011-Rawalakot-PVT-PDG-PDC-Gld/Cell:eNodeB Function Name=MUZP4011-Rawalakot-PVT-PDG-PDC-Gld, Local Cell ID=1, Cell Name=MUZP4011-1, eNodeB ID=54011, Cell FDD TDD indication=CELL_FDD",Reliable,10.012,46.457,29.482,97.666,24.061,120164198,51173902,1281288,0,2454,2452,174,171,91,91,3351523,399322,2125679,254588,1670919,271699,5822942,347298,0,0,6758471,791546,2956,100,2956,74.794,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4011-Rawalakot-PVT-PDG-PDC-Gld/Cell:eNodeB Function Name=MUZP4011-Rawalakot-PVT-PDG-PDC-Gld, Local Cell ID=2, Cell Name=MUZP4011-2, eNodeB ID=54011, Cell FDD TDD indication=CELL_FDD",Reliable,8.608,34.002,17.808,93.19,48.19,103060134,45408731,16083314,0,1331,1327,334,328,1954,1953,2088443,270705,1101379,134179,2991322,352256,4911230,146530,0,0,7306929,583348,3925,100,3925,47.75,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4011-Rawalakot-PVT-PDG-PDC-Gld/Cell:eNodeB Function Name=MUZP4011-Rawalakot-PVT-PDG-PDC-Gld, Local Cell ID=4, Cell Name=MUZP4011-4, eNodeB ID=54011, Cell FDD TDD indication=CELL_FDD",Reliable,8.644,41.864,19.251,84.284,38.885,93280851,53065080,2224294,0,1591,1591,559,559,225,225,3219770,347208,1478932,161334,3013200,299964,7347530,277493,0,0,3934751,251550,2529,100,2529,69.576,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4011-Rawalakot-PVT-PDG-PDC-Gld/Cell:eNodeB Function Name=MUZP4011-Rawalakot-PVT-PDG-PDC-Gld, Local Cell ID=5, Cell Name=MUZP4011-5, eNodeB ID=54011, Cell FDD TDD indication=CELL_FDD",Reliable,9.201,45.767,18.497,77.704,35.736,102545094,33280349,895897,0,1792,1792,130,130,70,70,2301757,255007,930332,102973,1812677,183731,2567082,70119,0,0,7307951,334808,2057,100,2057,48.32,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4011-Rawalakot-PVT-PDG-PDC-Gld/Cell:eNodeB Function Name=MUZP4011-Rawalakot-PVT-PDG-PDC-Gld, Local Cell ID=6, Cell Name=MUZP4011-6, eNodeB ID=54011, Cell FDD TDD indication=CELL_FDD",Reliable,9.166,41.223,24.741,99.996,34.036,125902713,45253270,5695730,0,1616,1615,165,165,1989,1989,2677193,298170,1603085,182671,2213907,242740,5817260,137849,0,0,6759481,315023,4181,100,4181,50.022,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4012-Bagh EVDO-PVT-PDG-PDC-FCB-Plt/Cell:eNodeB Function Name=MUZP4012-Bagh EVDO-PVT-PDG-PDC-FCB-Plt, Local Cell ID=0, Cell Name=MUZP4012-0, eNodeB ID=54012, Cell FDD TDD indication=CELL_FDD",Reliable,9.304,41.175,34.966,99.578,23.859,145899653,27856501,2362348,0,619,618,565,565,0,0,2904083,371947,2506870,275178,1581206,317067,1902376,162001,0,0,6156551,1802807,1548,100,1548,53.928,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4013-Chatter Klass-UFN-UDG-UDC-FCB-UCP-Slv-2623/Cell:eNodeB Function Name=MUZP4013-Chatter Klass-UFN-UDG-UDC-FCB-UCP-Slv-2623, Local Cell ID=0, Cell Name=MUZP4013-0, eNodeB ID=54013, Cell FDD TDD indication=CELL_FDD",Reliable,10.599,35.885,54.761,68.68,9.354,56140975,64274881,41177,0,296,295,9,9,46,46,2466643,278780,3715581,473947,651169,64427,3386410,147091,0,0,7026670,490742,356,100,356,61.664,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4013-Chatter Klass-UFN-UDG-UDC-FCB-UCP-Slv-2623/Cell:eNodeB Function Name=MUZP4013-Chatter Klass-UFN-UDG-UDC-FCB-UCP-Slv-2623, Local Cell ID=1, Cell Name=MUZP4013-1, eNodeB ID=54013, Cell FDD TDD indication=CELL_FDD",Reliable,10.354,32.863,18.156,65.75,48.981,109464307,5534275,204225,0,140,140,0,0,48,48,1013249,136472,558911,76275,1524835,188752,1251006,31691,0,0,9232544,431433,198,100,198,46.526,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4013-Chatter Klass-UFN-UDG-UDC-FCB-UCP-Slv-2623/Cell:eNodeB Function Name=MUZP4013-Chatter Klass-UFN-UDG-UDC-FCB-UCP-Slv-2623, Local Cell ID=2, Cell Name=MUZP4013-2, eNodeB ID=54013, Cell FDD TDD indication=CELL_FDD",Reliable,10.294,25.697,36.856,59.086,37.446,81318144,21831522,27185,0,375,375,0,0,5,5,1080943,139542,1532451,218037,1568257,210245,2395669,45214,0,0,12642922,2080381,1482,100,1482,52.746,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4015-Upper Chattar Muzafarabad-UFN-UDG-PDC-FCB-UCP-Slv-8901/Cell:eNodeB Function Name=MUZP4015-Upper Chattar Muzafarabad-UFN-UDG-PDC-FCB-UCP-Slv-8901, Local Cell ID=0, Cell Name=MUZP4015-0, eNodeB ID=54015, Cell FDD TDD indication=CELL_FDD",Reliable,10.038,30.166,46.688,99.21,23.147,119039902,56096612,273725,0,196,195,110,110,92,92,2498518,284837,3895085,412747,1896674,239075,4156284,125655,0,0,7319133,394988,529,100,529,55.276,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4015-Upper Chattar Muzafarabad-UFN-UDG-PDC-FCB-UCP-Slv-8901/Cell:eNodeB Function Name=MUZP4015-Upper Chattar Muzafarabad-UFN-UDG-PDC-FCB-UCP-Slv-8901, Local Cell ID=1, Cell Name=MUZP4015-1, eNodeB ID=54015, Cell FDD TDD indication=CELL_FDD",Reliable,9.982,47.082,38.245,99.026,14.673,126732245,48101964,237288,0,522,521,116,116,175,175,3380596,403714,2751148,322885,1054689,124687,4815506,184198,0,0,10230475,760706,982,100,982,58.446,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4015-Upper Chattar Muzafarabad-UFN-UDG-PDC-FCB-UCP-Slv-8901/Cell:eNodeB Function Name=MUZP4015-Upper Chattar Muzafarabad-UFN-UDG-PDC-FCB-UCP-Slv-8901, Local Cell ID=2, Cell Name=MUZP4015-2, eNodeB ID=54015, Cell FDD TDD indication=CELL_FDD",Reliable,10.302,21.586,62.53,31.752,15.884,39361284,14006895,642065,0,198,193,65,65,160,160,491233,60068,1434206,162812,371595,34095,2410038,69210,0,0,6240577,403378,594,100,594,40.43,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4017-CMH -PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MUZP4017-CMH -PVT-PDG-PDC-FCB-Slv, Local Cell ID=0, Cell Name=MUZP4017-0, eNodeB ID=54017, Cell FDD TDD indication=CELL_FDD",Reliable,8.713,39.209,48.652,98.226,12.139,111696003,60194770,1749814,0,203,203,279,279,106,106,3009578,369580,3748398,444584,927180,118950,4990539,137044,0,0,6183221,270198,881,100,881,51.782,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4017-CMH -PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MUZP4017-CMH -PVT-PDG-PDC-FCB-Slv, Local Cell ID=1, Cell Name=MUZP4017-1, eNodeB ID=54017, Cell FDD TDD indication=CELL_FDD",Reliable,8.06,40.321,29.533,93.65,30.146,142264546,19830560,3285842,0,402,394,858,855,162,162,2041124,270531,1484680,208441,1426703,301581,2344886,77607,0,0,11337306,3570340,3672,100,3672,58.086,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4017-CMH -PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MUZP4017-CMH -PVT-PDG-PDC-FCB-Slv, Local Cell ID=2, Cell Name=MUZP4017-2, eNodeB ID=54017, Cell FDD TDD indication=CELL_FDD",Reliable,10.154,40.095,43.286,86.598,16.62,106744804,45322444,641474,0,304,303,56,56,83,83,2441112,428118,2743504,354098,925410,263921,4995947,180888,0,0,7504070,761068,741,100,741,55.496,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4018-Dilota Khirick-UFN-UDG-PDC-FCB-UCP-Gld-8922/Cell:eNodeB Function Name=MUZP4018-Dilota Khirick-UFN-UDG-PDC-FCB-UCP-Gld-8922, Local Cell ID=0, Cell Name=MUZP4018-0, eNodeB ID=54018, Cell FDD TDD indication=CELL_FDD",Reliable,9.027,24.775,45.3,59.54,29.925,57359803,46233461,499758,0,111,111,144,142,3,3,945410,123240,1813103,140898,1144434,146371,5864155,98402,0,0,3764819,97069,302,99.342,304,34.322,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4018-Dilota Khirick-UFN-UDG-PDC-FCB-UCP-Gld-8922/Cell:eNodeB Function Name=MUZP4018-Dilota Khirick-UFN-UDG-PDC-FCB-UCP-Gld-8922, Local Cell ID=1, Cell Name=MUZP4018-1, eNodeB ID=54018, Cell FDD TDD indication=CELL_FDD",Reliable,8.847,38.738,18.075,99.5,43.187,117442870,53700661,4845033,0,934,933,808,808,48,48,3398904,525942,1612361,218965,3738464,637213,1833951,118290,0,0,10197483,1661428,2892,99.931,2894,55.786,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
2021-11-16 17:00,60,"MUZP4018-Dilota Khirick-UFN-UDG-PDC-FCB-UCP-Gld-8922/Cell:eNodeB Function Name=MUZP4018-Dilota Khirick-UFN-UDG-PDC-FCB-UCP-Gld-8922, Local Cell ID=2, Cell Name=MUZP4018-2, eNodeB ID=54018, Cell FDD TDD indication=CELL_FDD",Reliable,7.639,44.996,8.07,98.576,46.934,108455888,65736938,115063,0,372,363,93,92,14,14,3257375,386023,582289,71188,3375887,424399,2477766,61312,0,0,11409152,2121026,761,100,761,56.508,HOST03_pmresult_60_202111161700_202111161800_AJKNewCountersFileHuaweiBI.csv,202111161700_202111161800
